a,b,c,d,e,f,g,h,i,j,k,l,target
14.99,6238.9,2,109158,20.9,0,1,0,58,10,1,0,0
13.99,6979,2,109000,6.55,0,0,1,27,20,1,0,0
14.99,6923.5,3,109000,31.81,0,0,1,49,30,1,1,1
15.99,773.4,4,109000,11.74,0,0,0,35,30,1,0,1
11.44,1647.4,4,109000,11.88,3,0,0,52,20,-1,0,0
11.49,5596.9,4,109000,20.68,1,0,0,61,30,-1,0,0
15.99,4376.3,5,109000,20.68,1,1,0,24,20,1,0,0
6.99,12349.1,6,109000,24.69,0,0,0,38,30,1,1,0
18.99,3112.3,9,109000,14.92,0,0,0,43,10,1,1,1
13.99,8142.1,10,109000,4.36,0,0,0,48,10,1,0,0
12.74,335.7,10,109000,8.39,1,0,0,28,30,1,1,0
12.74,5035.4,10,109000,12.57,0,3,2,33,15,1,0,0
11.44,3514,10,109000,19.61,0,0,0,33,20,1,1,0
11.49,3957.8,10,109000,22.61,0,1,0,47,10,1,0,0
19.99,7431.7,8,108560,9.53,0,2,0,32,30,1,1,1
30.79,8866.9,1,108500,16.82,0,2,0,31,30,1,1,1
12.74,6786.1,10,108284,28.33,0,0,0,29,42.04,1,0,0
8.24,2515.8,10,108200,9.55,4,1,0,33,30,-1,0,0
15.99,4862.6,10,108045,5.78,0,1,0,47,20,1,1,1
12.74,1678.5,1,108000,10.01,0,0,2,36,20,1,1,1
17.99,12651.6,1,108000,10.24,1,1,0,30,30,1,1,1
13.99,3417.3,1,108000,14.52,0,1,0,30,10,1,0,0
17.99,3046.6,1,108000,20.73,0,0,0,29,10,1,0,1
22.39,13437.4,1,108000,24.6,0,0,1,37,20,1,1,1
7.99,1504,2,108000,9.97,0,0,0,46,10,-1,0,1
12.74,6786.1,2,108000,11.11,0,1,0,53,10,1,0,0
6.99,6792,2,108000,13.64,0,0,0,26,10,1,0,0
11.39,6914,3,108000,14.22,1,0,0,41,20,1,1,0
18.99,3112.3,4,108000,24.43,0,2,0,50,30,1,0,1
11.39,9350.4,5,108000,10.49,0,0,1,42,10,1,0,1
11.44,6589.5,5,108000,10.68,0,1,1,48,10,1,0,0
14.99,3466.1,5,108000,25.93,0,1,0,46,10,1,0,0
11.49,3957.8,5,108000,30.41,0,1,0,37,34.9,-1,0,0
22.74,9814.5,5,108000,32.76,0,0,1,37,10,1,0,0
14.99,8318.6,6,108000,17.26,0,0,0,32,20,1,1,0
17.99,3808.2,6,108000,21.38,0,0,0,27,40,1,0,0
5.32,6023,7,108000,16.22,0,0,0,29,50,1,1,0
24.49,6972.8,8,108000,12.04,1,0,2,36,20,1,1,1
21.49,13274.5,8,108000,15.91,0,1,0,29,20,1,1,1
19.99,9271,8,108000,16.44,0,1,1,25,10,1,0,0
10.49,9099.4,9,108000,13.91,0,0,0,41,40,-1,1,0
15.99,11811.2,9,108000,16.46,1,0,0,36,30,1,1,1
16.99,8484.2,9,108000,27.78,1,1,0,36,30,1,0,0
7.99,2506.6,9,108000,28.1,0,0,0,30,40,1,0,0
18.99,5187.1,10,108000,4,0,0,0,35,15,-1,0,0
7.49,7153.4,10,108000,5.49,0,0,0,32,20,1,1,0
7.99,2193.3,10,108000,9.28,0,0,0,29,10,-1,0,0
11.39,7901.7,10,108000,10.38,1,0,0,30,20,1,1,1
22.74,4038,10,108000,10.42,1,1,0,26,20,1,1,1
15.99,1054.6,10,108000,13.82,1,0,1,42,20,1,1,0
13.99,3417.3,10,108000,14.38,2,3,0,31,30,1,0,1
8.24,5031.6,10,108000,14.82,0,0,0,47,10,-1,0,0
11.49,1978.3,10,108000,15.1,1,2,0,32,30,1,0,1
11.44,6588.8,10,108000,16.32,0,0,0,37,10,1,1,0
11.49,4616,10,108000,16.41,0,0,0,28,20,-1,1,1
11.39,3909.7,10,108000,16.44,2,0,0,26,40,-1,1,0
11.49,6156.6,10,108000,16.99,0,0,0,34,20,1,1,1
16.99,12476.8,10,108000,17.56,0,1,0,41,20,-1,1,1
12.74,1007.1,10,108000,18.4,0,0,0,51,40,1,0,0
21.49,8745.6,10,108000,18.49,0,1,0,34,20,1,1,1
14.99,9705,10,108000,19.43,1,1,0,26,20,1,0,0
29.49,4197.4,10,108000,20.18,3,5,0,43,10,-1,0,1
13.49,1255.5,10,108000,21.92,0,4,0,27,20,1,1,1
13.99,512.6,10,108000,22.58,0,1,0,41,30,1,1,1
15.99,3374.7,10,108000,26.46,0,0,0,39,30,1,1,1
18.99,9071.2,10,108000,28.16,0,0,1,32,30,1,0,0
10.49,5157.4,10,108000,28.24,0,1,0,30,30,1,0,0
25.49,8891.8,10,108000,31.78,0,1,0,48,20,1,1,1
18.99,4149.7,10,108000,33,0,1,0,34,30,1,0,0
19.99,4238.2,10,108000,34.02,0,2,0,39,20,-1,1,1
13.99,7586.4,10,107953,21.24,0,0,0,30,20,1,1,1
13.99,1708.7,4,107860,12.27,0,2,0,62,10,1,0,0
15.99,12303.3,2,107650,13.13,0,3,0,31,25,1,1,1
12.74,7754.5,4,107420,18.82,0,0,1,51,10,1,0,0
13.49,2214,2,107282,7.05,0,0,1,59,30,1,0,1
18.99,11691.7,10,107069,27.43,1,0,0,32,30,1,1,1
13.49,848.3,1,107000,10.8,0,1,0,30,20,1,1,1
17.99,2168.9,1,107000,15.97,1,0,2,33,20,1,0,1
18.99,5965.1,1,107000,18.03,0,0,0,34,30,-1,0,0
13.99,2791.6,2,107000,23.81,3,1,0,58,10,1,1,1
11.49,11540,3,107000,9.31,1,0,1,34,40,1,0,0
11.44,3294.8,4,107000,18.39,0,2,1,31,10,-1,0,0
7.49,2177.2,4,107000,22.95,1,1,0,49,10,1,0,0
14.99,6845.5,4,107000,30.73,0,4,1,26,30,1,1,1
5.32,2710.4,5,107000,8.31,0,0,0,28,10,1,0,0
5.32,1806.9,5,107000,13.27,1,2,0,38,30,1,1,0
25.69,8927.2,6,107000,32.67,0,0,0,42,20,1,1,1
15.99,6078.2,7,107000,27.75,1,0,0,48,20,1,1,1
11.44,2800.6,9,107000,30.17,0,1,0,40,20,1,0,1
10.49,3249.8,10,107000,7.61,0,0,1,31,30,1,0,0
21.49,7652.4,10,107000,9.57,1,0,0,37,30,1,0,0
15.99,4084.6,10,107000,13.25,1,0,0,24,40,1,0,0
11.49,1986.6,10,107000,14.2,0,1,0,27,30,1,0,0
15.99,3792.8,10,107000,22.9,1,1,0,29,30,1,1,1
16.99,8696.6,10,107000,25.77,0,1,0,24,20,1,1,1
12.74,4028.3,10,106986,18.04,0,0,2,27,45.69,1,0,0
13.99,5809.4,1,106800,19.61,0,2,0,26,30,1,1,0
17.99,2843.5,10,106740,14.47,0,2,1,24,20,1,1,0
15.99,2645.2,3,106500,3.23,1,1,0,34,20,-1,1,1
15.99,5835.1,10,106400,23.18,0,1,0,56,10,-1,0,0
14.99,5660.8,10,106338.6,18.18,1,0,0,27,30,1,1,0
16.99,6416.6,1,106000,7.26,0,1,1,34,10,1,0,1
6.99,6174.6,1,106000,12.76,0,1,0,40,40,1,1,0
21.49,8199,2,106000,6.34,3,0,1,32,10,-1,1,0
10.49,6499.6,3,106000,8.11,0,0,0,36,50,1,0,0
15.59,5243.3,3,106000,14.88,0,1,0,36,20,1,1,1
11.39,11523.4,3,106000,15.11,1,0,0,32,20,-1,0,0
5.32,7528.7,3,106000,23.67,0,0,0,38,40,1,0,0
17.99,7591,3,106000,27.31,0,0,1,32,30,1,0,0
14.99,4293.2,4,106000,9.4,0,1,0,33,30,1,0,0
15.99,5105.7,4,106000,24.69,0,0,0,35,20,1,0,0
21.49,6068.4,5,106000,30.67,2,2,0,54,40,-1,0,1
14.99,3466.1,6,106000,22.99,1,2,0,47,20,1,1,1
5.32,4818.4,9,106000,12.86,0,0,0,54,10,-1,1,0
7.49,3732.2,9,106000,13.38,1,0,1,49,10,-1,0,0
7.49,6220.4,9,106000,19.4,0,0,0,30,30,1,1,0
6.99,2778.6,9,106000,22.25,0,0,0,30,30,-1,0,0
15.99,3890.1,9,106000,23.62,0,0,0,46,10,1,0,0
11.44,2965.3,10,106000,4.31,1,0,0,40,20,1,1,1
19.99,3715.9,10,106000,5.89,0,1,2,37,20,-1,0,0
5.32,1596.1,10,106000,6.53,0,0,0,61,10,1,0,0
8.99,3735.7,10,106000,9.26,0,0,0,45,30,-1,1,1
12.79,10749.8,10,106000,11.05,0,0,0,38,10,1,1,1
19.99,7946.5,10,106000,12.43,0,0,2,26,10,1,0,0
14.99,5545.7,10,106000,14.38,0,2,1,40,30,1,0,0
8.24,4690.1,10,106000,14.5,0,1,0,29,10,1,1,0
13.99,4885.3,10,106000,14.92,2,0,1,34,10,1,0,0
11.39,8775,10,106000,16.64,0,1,0,47,30,1,0,1
15.99,4461.4,10,106000,17.13,1,0,0,31,30,1,1,1
13.99,8543.2,10,106000,21.11,0,3,0,40,30,1,1,1
7.24,7436.9,10,106000,30.91,1,3,0,40,20,1,0,0
8.24,2515.8,10,105900,9.74,0,0,0,37,17,-1,0,0
16.99,10516.1,8,105708,18.19,0,0,0,31,30,-1,1,1
10.49,3899.8,10,105616,8.93,0,0,0,43,30,-1,0,0
16.99,2851.9,1,105000,0.3,0,1,0,37,10,-1,0,0
8.24,4078.3,1,105000,6.9,0,0,0,31,20,1,0,0
11.44,5271.6,1,105000,11.15,1,0,0,28,10,-1,0,0
7.24,7436.9,1,105000,12.04,0,0,0,33,20,1,1,0
5.32,6023,1,105000,12.17,1,0,0,27,10,1,1,0
11.39,7243.3,1,105000,12.24,0,0,0,43,30,1,1,0
14.99,9705,1,105000,14.2,1,1,0,39,30,1,1,1
12.79,5435,1,105000,14.58,0,0,0,38,20,-1,0,1
13.99,4652.7,1,105000,14.97,2,0,0,35,30,1,0,1
12.74,2014.2,1,105000,15.09,0,3,1,48,30,1,0,0
25.49,3319.7,1,105000,15.62,1,1,0,30,10,1,0,0
6,5830.2,1,105000,16.24,0,0,0,37,48.72,1,0,0
15.99,3890.1,1,105000,16.77,0,0,0,37,20,1,1,1
14.99,2088.3,1,105000,16.82,6,2,0,28,40,1,0,0
16.99,14259.2,1,105000,17.57,0,0,0,40,20,-1,1,0
7.24,4648.1,1,105000,17.86,0,0,0,33,20,-1,1,0
17.99,2168.9,1,105000,17.9,1,2,0,34,10,1,1,0
7.49,7775.5,1,105000,18.19,0,0,0,27,10,1,0,0
10.49,5372.3,1,105000,19.33,0,0,0,34,20,1,1,1
17.99,7616.4,1,105000,19.37,0,0,1,26,40,-1,0,1
7.49,10885.6,1,105000,21.35,0,0,0,33,30,1,0,0
6.99,7718.2,1,105000,24.1,0,0,0,42,10,1,0,0
17.99,3808.2,1,105000,25.58,0,0,0,35,30,1,0,1
11.39,13169.5,1,105000,31.71,0,0,0,30,20,1,1,0
8.24,7861.9,1,105000,32.66,0,0,0,30,15,1,0,0
12.74,4028.3,2,105000,3.93,0,0,0,28,10,1,0,0
5.32,4366.7,2,105000,5.49,0,2,1,42,10,1,0,0
13.49,848.3,2,105000,8.95,1,0,0,34,30,1,0,0
7.99,2506.6,2,105000,10.91,0,0,0,39,10,1,1,1
11.49,11540,2,105000,12.24,1,0,0,40,20,1,0,0
17.99,5331.5,2,105000,15.37,0,1,0,27,30,1,1,1
30.74,9842.9,2,105000,19.19,2,0,0,41,30,1,0,1
8.24,2447,2,105000,20.3,1,0,0,32,30,-1,0,0
17.99,6854.8,2,105000,22.81,0,1,1,38,30,1,0,1
13.99,8543.2,2,105000,23.16,0,2,0,27,20,1,1,1
7.99,1504,2,105000,24.21,1,0,0,39,30,1,1,1
24.74,11094.3,2,105000,26.79,0,0,0,45,20,1,1,1
8.24,5031.6,3,105000,9.22,0,0,0,28,10,1,1,0
11.49,8242.9,3,105000,10.35,0,4,2,40,10,1,0,0
8.99,5087.3,3,105000,14.46,0,0,1,45,20,1,1,1
10.49,4874.7,3,105000,15.8,2,1,2,42,10,1,0,0
10.49,4874.7,3,105000,20.64,0,3,0,45,30,1,1,0
29.49,5767.4,3,105000,24.46,0,3,0,41,20,1,1,1
11.49,2176.2,3,105000,24.72,0,0,0,56,20,1,1,0
11.49,11540,3,105000,25.14,0,0,0,46,30,-1,1,0
10.49,3249.8,4,105000,6.65,0,1,1,31,20,-1,1,0
14.99,5946.2,4,105000,14.13,4,0,0,31,20,-1,0,0
11.39,3510,4,105000,15.04,1,1,0,55,30,1,0,0
8.24,4308.3,4,105000,16.05,0,0,0,26,10,1,0,0
15.99,6078.2,4,105000,17.66,0,0,0,42,10,1,1,1
8.24,4894,4,105000,18.15,0,0,0,32,40,-1,1,0
17.99,8885.8,4,105000,20.1,0,3,0,29,20,1,1,0
12.74,11749.1,4,105000,22.94,1,0,0,24,10,1,0,0
12.74,9048.1,4,105000,23.42,0,0,0,35,30,1,1,0
15.99,12303.3,4,105000,26.16,7,1,8,61,30,-1,0,1
28.69,11043.7,4,105000,34.22,3,2,0,33,20,1,1,1
7.24,9915.9,5,105000,10.78,0,0,0,35,30,-1,0,0
13.99,4187.4,5,105000,11.06,0,0,1,37,30,1,0,1
16.99,3564.8,5,105000,11.15,0,0,0,31,40,1,0,0
22.74,9814.5,5,105000,14.81,0,3,2,34,30,1,1,1
8.24,2358.6,5,105000,15.65,0,0,1,44,10,-1,0,0
7.24,3718.5,5,105000,16.47,0,0,0,45,25,1,1,0
9.49,1601.5,5,105000,17.17,1,0,0,26,20,1,1,1
13.49,3393.1,5,105000,23.12,0,0,0,34,20,1,1,1
7.24,557.8,5,105000,24.23,1,1,0,35,30,-1,0,0
11.44,4942.2,5,105000,24.73,1,0,0,29,20,1,1,1
22.74,13501.1,5,105000,24.77,0,5,0,37,10,1,1,0
6.99,3087.3,5,105000,27.59,1,0,0,59,30,1,1,1
5.32,2002.7,5,105000,28.07,0,2,0,31,10,1,1,0
11.39,2633.9,6,105000,14.62,1,1,0,36,10,-1,0,0
17.99,10844.3,6,105000,18.8,0,0,0,48,20,1,1,1
13.99,1025.2,8,105000,12.22,0,0,1,47,20,1,1,1
8.24,6604,8,105000,14.51,0,0,7,44,20,1,0,0
11.39,7239.4,8,105000,15.92,0,1,0,33,20,1,0,0
11.49,3957.8,8,105000,25.9,2,4,0,29,30.62,1,1,0
7.24,7746.8,9,105000,7.35,0,0,0,25,20,1,0,0
15.99,2917.6,9,105000,8.25,0,1,1,39,10,1,0,0
14.99,3466.1,9,105000,11.47,1,0,0,38,10,1,0,0
11.49,2637.8,9,105000,12.87,3,1,0,48,30,1,0,0
11.39,3510,9,105000,13.7,0,1,0,31,40,1,1,0
12.74,3257.4,9,105000,14.62,0,0,0,30,30,-1,0,0
18.99,3890.3,9,105000,16.81,0,0,0,47,20,1,1,1
12.74,3166.9,9,105000,17.99,0,0,0,29,20,-1,1,1
10.49,975,9,105000,19.14,1,1,0,42,40,1,0,0
15.99,9842.6,9,105000,20.02,0,3,0,46,10,1,0,0
13.49,4750.3,9,105000,29.92,0,0,0,27,30,-1,1,1
17.99,7229.5,9,105000,31.36,0,0,0,39,30,-1,1,1
11.49,4945.7,10,105000,2.35,2,0,0,31,10,-1,0,0
7.24,3098.7,10,105000,3.45,1,0,0,46,30,1,1,0
5.32,5420.7,10,105000,4.38,0,0,0,47,10,1,0,0
13.99,8142.1,10,105000,5.7,0,1,0,32,10,1,0,0
5.32,2529.7,10,105000,6.98,0,0,0,32,30,1,1,1
8.24,629,10,105000,7.04,0,0,0,30,10,1,0,0
11.49,4837.3,10,105000,7.14,0,0,0,35,30,-1,0,1
12.79,8028.8,10,105000,8.23,0,0,5,29,20,-1,1,1
11.49,3297.2,10,105000,8.66,0,1,0,36,20,-1,0,0
13.49,5751.2,10,105000,9.54,0,1,0,38,20,1,1,1
10.49,4679.7,10,105000,10.26,0,0,0,30,20,1,1,0
12.74,10742.1,10,105000,12.4,0,0,2,30,30,1,1,1
16.99,10694.4,10,105000,12.47,0,0,2,56,20,-1,1,1
23.99,2118.3,10,105000,12.67,1,0,1,31,30,1,0,1
13.49,4953.9,10,105000,14.23,0,0,2,38,10,1,0,1
5.32,4517.3,10,105000,14.24,0,0,0,29,30,1,1,0
19.99,6688.6,10,105000,15.45,0,2,2,47,20,1,1,1
5.32,5119.6,10,105000,16.25,0,1,0,43,20,1,1,0
21.49,13274.5,10,105000,16.69,0,0,0,43,30,1,1,1
18.99,9162.8,10,105000,16.7,0,1,0,27,10,1,1,1
17.99,4100.2,10,105000,16.87,0,0,0,46,30,1,0,1
11.44,1647.4,10,105000,17.01,0,1,0,32,30,1,0,0
16.99,9981.4,10,105000,17.62,0,2,0,40,10,1,0,0
13.49,2300.5,10,105000,18.54,1,0,0,43,20,1,0,1
14.99,8665.2,10,105000,18.61,0,0,1,40,10,1,0,0
5.32,2258.7,10,105000,18.73,0,0,0,29,10,1,0,0
13.49,13572.2,10,105000,18.76,2,1,0,56,30,1,0,0
8.24,6289.5,10,105000,19.31,0,0,0,39,30,1,1,0
12.74,6042.4,10,105000,19.5,1,0,0,34,20,1,1,0
10.49,3094.5,10,105000,20.06,0,0,0,46,10,1,0,0
29.49,12816.4,10,105000,20.4,0,0,0,51,20,-1,1,0
30.84,6574.3,10,105000,20.61,2,3,0,34,30,1,0,1
14.99,6932.1,10,105000,20.93,0,3,1,49,20,1,1,1
14.99,11091.4,10,105000,21.04,0,1,0,37,30,1,1,1
13.49,1866.2,10,105000,21.34,0,2,0,29,40,1,1,0
17.99,4620.7,10,105000,21.34,0,0,0,47,20,1,1,1
21.49,9565.5,10,105000,21.74,2,5,0,26,30,1,1,0
11.49,2967.5,10,105000,21.9,1,2,0,46,10,1,0,0
14.99,11230,10,105000,22.1,0,0,0,39,20,1,0,1
19.99,1858,10,105000,22.18,0,0,0,33,20,-1,1,1
23.99,8836.1,10,105000,22.21,1,2,0,25,10,-1,0,1
13.49,5089.6,10,105000,22.81,0,0,1,28,30,-1,0,0
7.99,7018.4,10,105000,22.92,0,0,0,28,10,1,0,0
18.99,3371.6,10,105000,23.26,1,4,1,45,30,1,1,1
26.24,8423.2,10,105000,24.12,0,1,2,54,30,1,0,0
22.74,9814.5,10,105000,24.4,0,1,0,33,30,1,0,1
17.99,8885.8,10,105000,24.56,1,1,0,37,20,1,1,1
13.49,3393.1,10,105000,25.6,1,0,0,40,20,1,1,1
24.74,15066.5,10,105000,25.63,0,0,0,37,10,1,0,1
11.49,9891.4,10,105000,25.74,1,0,0,45,30,-1,1,1
7.49,3110.2,10,105000,26.53,0,0,0,33,30,1,1,0
19.99,6357.2,10,105000,26.96,1,0,0,45,30,1,0,0
26.24,3981.3,10,105000,27.19,1,1,0,35,30,1,0,1
7.24,3718.5,10,105000,27.87,0,0,0,29,40,1,0,0
7.24,4648.1,10,105000,28.73,0,1,0,31,30,1,0,0
18.99,3665.1,10,105000,28.94,0,0,0,55,15,1,0,0
14.99,12131.2,10,105000,29.77,0,0,0,33,30,1,0,1
16.99,13947.2,10,105000,29.88,0,0,1,26,30,1,1,1
14.99,8324.7,10,105000,31.61,0,0,0,37,30,1,1,0
12.74,5035.4,10,105000,34.53,0,1,0,43,10,1,0,0
5.32,361.4,10,104859,12.73,0,0,0,44,10,1,0,0
7.99,3040.8,10,104664,27.76,0,3,0,34,40,1,0,0
12.79,6718.6,3,104609,7.44,0,1,0,30,20,-1,1,1
21.49,4372.8,9,104100,34.79,0,0,1,26,10,-1,0,0
19.99,4238.2,10,104009,21.37,1,3,0,32,20,1,1,1
6.99,7718.2,1,104000,9.92,0,0,0,38,10,-1,0,0
12.74,11077.8,1,104000,17.86,0,0,0,26,20,1,1,1
11.44,4942.2,1,104000,25.74,0,0,0,24,30,1,1,0
25.49,10373.8,2,104000,0.98,0,2,0,29,30,1,0,1
11.49,7583.4,2,104000,15.58,0,1,0,31,20,1,1,1
30.49,3918.7,2,104000,28.11,0,2,2,31,30,1,1,1
13.99,5467.7,3,104000,8.39,0,1,0,49,20,1,1,1
13.49,3680.8,3,104000,11.19,0,1,1,27,20,1,1,1
16.99,10694.4,4,104000,6.24,0,0,0,32,30,1,0,0
8.24,3144.8,4,104000,10.88,0,0,0,35,50,1,0,0
13.49,2035.9,4,104000,11.85,0,0,0,46,30,1,0,0
22.74,6730,4,104000,27.9,0,0,0,33,30,1,1,1
18.99,2932.1,6,104000,21.09,0,0,1,29,20,-1,1,1
11.49,10550.9,8,104000,28.86,0,1,0,37,30,1,1,1
13.99,1913.7,9,104000,20.31,0,3,0,34,20,1,1,0
21.49,8199,9,104000,26.67,0,1,0,31,10,1,0,0
14.49,5506.6,10,104000,6.83,2,1,0,42,20,1,1,1
10.49,5199.7,10,104000,9.67,0,1,1,41,20,1,0,0
8.24,1572.4,10,104000,9.83,0,0,1,47,20,1,0,0
11.49,6924,10,104000,10.53,0,1,0,24,30,1,1,0
13.49,9201.9,10,104000,15.68,4,0,0,43,30,1,0,0
13.49,5428.9,10,104000,16.28,0,0,0,23,40,1,0,0
11.39,1317,10,104000,17.06,3,0,0,32,10,1,0,0
15.99,4133.2,10,104000,21.62,0,1,0,34,30,1,1,1
11.44,4392.5,10,104000,23.12,0,0,0,29,20,-1,1,1
11.44,8785,10,104000,23.88,3,0,0,27,30,1,1,1
7.99,3759.9,10,104000,32.88,0,0,0,35,10,1,1,0
14.99,7781.3,10,104000,34.85,0,2,2,32,10,1,1,1
15.99,9877.8,9,103800,15.79,0,0,0,35,20,1,1,1
17.99,2891.8,10,103615,0.76,0,5,1,49,30,1,0,1
15.99,2812.2,1,103500,21.07,0,0,0,38,30,1,1,1
15.99,12303.3,2,103500,20.01,0,0,0,30,30,1,0,1
30.74,8571.6,2,103500,34.97,0,0,0,49,30,1,1,1
12.74,4028.3,6,103500,9.93,0,0,0,37,30,1,1,1
11.49,1055.1,9,103500,20.72,0,2,0,28,30,-1,1,0
22.74,9253.7,5,103459.91,20.25,0,0,0,44,20,-1,0,0
30.84,8582.6,10,103400,31.04,1,2,0,51,10,1,1,1
11.44,6260.1,10,103110,14.35,0,0,0,26,20,1,1,1
8.24,3144.8,10,103008,13.19,2,0,0,51,20,1,1,1
13.99,4885.3,1,103000,31.34,1,0,0,30,30,1,0,1
15.99,2109.2,2,103000,7.95,0,0,1,43,20,1,1,0
11.49,6924,2,103000,9.75,0,0,1,33,10,1,0,0
5.32,1806.9,2,103000,11.87,0,0,0,31,10,-1,0,0
13.99,4652.7,2,103000,17.53,0,0,0,25,30,1,1,1
16.99,1639.8,2,103000,33.11,0,0,0,27,10,1,1,0
19.99,3715.9,3,103000,21.74,0,2,0,35,40,1,0,0
8.24,5709.7,3,103000,24.87,0,0,0,43,20,1,1,1
7.49,1492.9,4,103000,8.76,0,0,1,27,40,1,0,1
24.74,10219.7,4,103000,32.19,4,0,0,39,10,1,0,0
7.49,4976.3,6,103000,14.45,0,0,0,40,10,-1,0,1
16.99,3975.6,7,103000,8.89,0,0,0,42,40,1,0,0
8.24,4245.4,7,103000,16,0,3,0,30,10,1,0,0
7.99,4699.8,7,103000,22.2,0,0,0,37,15,1,0,0
11.49,1582.7,8,103000,23.29,0,0,0,38,40,1,0,0
6.99,2469.9,9,103000,15.47,0,0,1,32,40,1,0,1
16.99,3386.6,9,103000,21.54,0,3,1,29,40,1,1,1
14.99,2772.9,9,103000,22.47,0,1,0,48,20,-1,1,0
8.24,11006.6,10,103000,2.45,1,0,0,30,20,1,1,1
10.49,1949.9,10,103000,14.02,0,2,1,52,30,1,0,1
19.99,2648.9,10,103000,14.23,0,2,0,38,33.47,-1,0,0
15.99,4446.8,10,103000,15.32,0,1,0,35,30,1,1,1
8.24,5383.4,10,103000,16.16,0,0,0,31,30,-1,0,0
13.99,6561.2,10,103000,16.64,0,1,1,34,20,-1,1,1
15.99,3515.3,10,103000,18.49,1,0,0,45,30,1,0,0
11.44,2306.1,10,103000,20.19,0,3,0,39,10,1,0,0
12.74,5035.4,10,103000,21.93,0,0,0,28,10,1,0,0
13.49,7125.4,10,103000,22.8,0,0,0,45,30,1,1,1
7.24,5577.7,10,103000,24.89,1,0,0,29,30,1,0,0
15.99,3515.3,1,102500,17.19,0,0,0,35,5,-1,0,0
7.24,7746.8,1,102500,17.98,1,0,0,31,10,1,0,0
17.99,6506.6,10,102450,12.7,0,1,0,34,20,-1,1,1
15.99,5975.9,10,102431,21.06,1,1,0,51,10,1,1,0
18.99,14660.4,10,102294,16.38,0,1,0,30,20,1,1,1
12.79,9406.1,10,102151,29.77,0,1,0,33,40,1,1,1
15.99,12303.3,3,102128,34.78,0,2,0,27,30,-1,1,1
11.44,3953.3,1,102000,2.31,0,0,0,32,30,1,1,0
17.99,12651.6,1,102000,14.82,1,0,5,46,60,1,0,0
13.49,5521.2,1,102000,20.21,0,2,0,34,15,1,0,0
15.99,2284.9,1,102000,22.08,3,0,0,46,20,-1,1,1
17.99,7616.4,1,102000,23.14,0,0,1,31,20,1,1,1
11.49,4945.7,2,102000,14.94,1,0,0,39,20,1,1,1
12.74,3981.2,2,102000,16.99,0,0,1,33,30,1,1,1
18.99,4838,5,102000,10.52,0,2,0,42,10,1,0,1
11.44,1054.4,5,102000,17.68,5,0,0,43,20,1,1,1
11.39,2823.3,6,102000,26.86,0,0,3,42,30,1,0,0
11.44,8434.6,7,102000,9.01,0,2,0,31,30,1,0,0
10.49,3249.8,7,102000,14.08,0,1,0,29,20,1,0,0
15.99,12303.3,8,102000,0.29,1,2,0,45,10,1,0,0
21.49,9565.5,8,102000,21.96,0,0,0,49,20,1,1,0
13.49,3393.1,8,102000,30.57,0,0,0,40,20,1,1,1
15.99,7171.1,9,102000,9.62,0,1,0,28,20,-1,1,1
19.99,3920.3,9,102000,16.76,0,0,1,50,20,1,0,0
19.99,11147.6,9,102000,30.19,1,1,0,30,30.32,1,0,0
13.99,8543.2,9,102000,30.59,0,2,0,41,10,1,0,0
11.39,3641.7,10,102000,10.16,0,0,0,32,47,1,0,0
16.99,1497.3,10,102000,10.85,0,0,0,26,10,1,0,1
11.49,725.4,10,102000,12.02,0,2,0,33,20,1,1,1
12.74,1342.8,10,102000,15.74,0,1,0,32,30,1,1,0
12.74,2895.4,10,102000,18.26,0,0,0,32,30,1,1,1
7.99,9399.6,10,102000,18.75,0,0,0,44,30,1,0,0
11.49,4945.7,10,102000,21.99,0,0,0,37,30,1,0,1
21.49,7242.4,10,102000,27.2,0,0,0,26,20,1,1,1
7.24,1301.5,10,102000,27.65,0,0,0,35,30,1,1,0
30.49,4898.3,10,102000,28.56,0,2,0,47,20,1,1,1
12.74,10070.7,10,102000,29.8,0,0,1,36,20,-1,1,1
11.49,1648.6,10,102000,30.16,1,0,0,42,30,1,0,1
17.99,3960.6,10,102000,30.25,0,0,0,28,30,1,1,0
18.99,10374.1,10,102000,32.55,0,0,0,51,10,1,1,1
12.74,3800.2,10,102000,33.87,0,1,0,30,30,1,0,0
7.99,1253.3,4,101980,0.81,0,1,0,31,30,1,0,0
7.99,4699.8,10,101975,10.39,0,1,0,29,30,1,0,0
6.99,1543.7,3,101940,15.61,0,0,1,31,30,-1,0,0
11.44,9884.3,10,101882.04,10.06,1,0,0,37,40.05,-1,1,0
5.32,3915,10,101800,18.91,0,0,3,42,20,1,1,0
12.74,2819.8,3,101783,24.84,0,0,0,30,15,1,0,0
18.99,3112.3,10,101722,17.71,0,0,0,29,20,1,1,1
12.74,5655.1,10,101634,11.13,0,1,0,33,20,1,1,0
12.79,1007.8,1,101500,21.94,0,1,0,34,20,1,1,1
13.49,6786.1,10,101500,24.35,0,0,0,34,30,1,1,0
13.99,3582.6,8,101400,20.43,0,0,0,48,10,1,1,0
13.49,678.7,5,101355,29.09,0,1,0,25,30,1,0,0
9.49,2687.7,6,101303,13.03,0,0,0,34,20,-1,1,1
13.49,5428.9,10,101300,22.66,0,0,0,54,30,1,1,0
24.74,8759.8,6,101200,25.94,0,0,0,31,30,1,0,0
